Date,Sex,Team/ athlete 1 / country,Team/ athlete 2/ country,Sport,Event,Result,Type of result,Position,Qualify?,Record?,
08/03/2012,W,Darya Stepanyuk,Ukraine,Swimming,Women's 50m Freestyle Heats,25.7,time,33,,,
08/03/2012,M,Constantinos Stathelakos,Cyprus,Athletics,Men's Hammer Throw Qualifying Rounds,69.65,metres,33,,,
08/03/2012,M,Ching-Hsuan Lin,"Taiwan, Province Of China",Athletics,Men's Long Jump Qualifying Rounds,7.38,metres,33,,,
08/03/2012,W,Athanasia Perra,Greece,Athletics,Women's Triple Jump Qualifying Rounds,11.93,metres,33,,,
08/03/2012,*,Anna Merveldt,Ireland,Equestrian,Dressage Individual Grand Prix,69.772,points,33,,,
08/03/2012,W,Andrea Aldana Bennett,Guatemala,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,33,points,33,,,
08/03/2012,M,Amin Nikfar,"Iran, Islamic Republic Of",Athletics,Men's Shot Put Qualifying Rounds,18.62,metres,33,,,
08/03/2012,M,Warren Potent,Australia,Shooting,50m Rifle Prone Men's Qualification,591,points,32,,,
08/03/2012,M,Wannes Van Laer,Belgium,Sailing,Laser - Men's One Person Dinghy - Race 07,32,points,32,,,
08/03/2012,W,Veronique Mang,France,Athletics,Women's 100m rd 1,11.41,metres,32,,,
08/03/2012,W,Tahmina Kohistani,Afghanistan,Athletics,Women's 100m Preliminaries,14.42,metres,32,,PB,
08/03/2012,M,Stephen Saenz,Mexico,Athletics,Men's Shot Put Qualifying Rounds,18.65,metres,32,,,
08/03/2012,W,Sara Carmo,Portugal,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,32,points,32,,,
08/03/2012,M,Periklis Iakovakis,Greece,Athletics,Men's 400m Hurdles rd 1,50.27,metres,32,,,
08/03/2012,M,Nicolas Figere,France,Athletics,Men's Hammer Throw Qualifying Rounds,69.74,metres,32,,,
08/03/2012,M,Niclas Sandells,Finland,Athletics,Men's 1500m rd 1,03:42.7,metres,32,,,
08/03/2012,W,Nazli Cagla Donertas,Turkey,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,32,points,32,,,
08/03/2012,M,Luis Rivera,Mexico,Athletics,Men's Long Jump Qualifying Rounds,7.42,metres,32,,,
08/03/2012,*,Lisbeth Seierskilde,Denmark,Equestrian,Dressage Individual Grand Prix,69.863,points,32,,,
08/03/2012,W,Julia Machtig,Germany,Athletics,Women's Heptathlon,3445,metres,32,,,
08/03/2012,W,Geisa Aparecida Coutinho,Brazil,Athletics,Women's 400m rd 1,53.43,metres,32,,,
08/03/2012,W,Erika Ferraioli,Italy,Swimming,Women's 50m Freestyle Heats,25.69,time,32,,,
08/03/2012,W,Ellen Sprunger,Swi,Athletics,Women's Heptathlon Shot Put,12.62,metres,32,,,
08/03/2012,M,Damien Desprat,Monaco,Sailing,Laser - Men's One Person Dinghy - Race 08,32,points,32,,,
08/03/2012,W,Chisato Fukushima,Japan,Athletics,Women's 100m rd 1,11.41,metres,32,,,
08/03/2012,M,Chieh Chen,"Taiwan, Province Of China",Athletics,Men's 400m Hurdles rd 1,50.27,metres,32,,,
08/03/2012,W,Austra Skujyte,Lithuania,Athletics,Women's Heptathlon 100m Hurdles,14,metres,32,,SB,
08/03/2012,W,Anyika Onuora,United Kingdom,Athletics,Women's 100m rd 1,11.41,metres,32,,,
08/03/2012,W,Andriana Banova,Bulgaria,Athletics,Women's Triple Jump Qualifying Rounds,13.33,metres,32,,,
08/03/2012,W,Allison Peter,Vgb,Athletics,Women's 100m rd 1,11.41,metres,32,,,
08/03/2012,W,Yana Maksimava,Belarus,Athletics,Women's Heptathlon 100m Hurdles,13.97,metres,31,,PB,
08/03/2012,M,Viktor Kuznetsov,Ukraine,Athletics,Men's Long Jump Qualifying Rounds,7.5,metres,31,,,
08/03/2012,M,Vagelis Himonas,Greece,Sailing,Laser - Men's One Person Dinghy - Race 08,31,points,31,,,
08/03/2012,W,Tatjana Pinto,Germany,Athletics,Women's 100m rd 1,11.39,metres,31,,,
08/03/2012,W,Svetlana Shnitko,Russian Federation,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,31,points,31,,,
08/03/2012,*,Siril Helljesen,Norway,Equestrian,Dressage Individual Grand Prix,69.985,points,31,,,
08/03/2012,M,Serghei Marghiev,Mol,Athletics,Men's Hammer Throw Qualifying Rounds,69.76,metres,31,,,
08/03/2012,M,Roxroy Cato,Jamaica,Athletics,Men's 400m Hurdles rd 1,50.22,metres,31,,,
08/03/2012,M,Pascal Loretan,Swi,Shooting,50m Rifle Prone Men's Qualification,591,points,31,,,
08/03/2012,M,Nixon Kiplimo Chepseba,Kenya,Athletics,Men's 1500m rd 1,03:42.3,metres,31,,,
08/03/2012,W,Marisa De Aniceto,France,Athletics,Women's Heptathlon,3478,metres,31,,,
08/03/2012,W,Laura Ikauniece,Latvia,Athletics,Women's Heptathlon Shot Put,12.64,metres,31,,,
08/03/2012,M,Karl-Martin Rammo,Estonia,Sailing,Laser - Men's One Person Dinghy - Race 07,31,points,31,,,
08/03/2012,W,Jolien Sysmans,Belgium,Swimming,Women's 50m Freestyle Heats,25.6,time,31,,,
08/03/2012,W,Irina Litvinenko Ektova,Kazakhstan,Athletics,Women's Triple Jump Qualifying Rounds,13.39,metres,31,,,
08/03/2012,W,Fatima Sulaiman Dahman,Yemen,Athletics,Women's 100m Preliminaries,13.95,metres,31,,,
08/03/2012,M,Borja Vivas,Spa,Athletics,Men's Shot Put Qualifying Rounds,18.88,metres,31,,,
08/03/2012,W,Andrea Foglia Costa,Uruguay,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,31,points,31,,,
08/03/2012,W,Amy Mbacke Thiam,Senegal,Athletics,Women's 400m rd 1,53.23,metres,31,,,
08/03/2012,M,Alberto Paulo,Portugal,Athletics,Men's 3000m Steeplechase rd 1,08:40.7,metres,31,,,
08/03/2012,M,Albert Minczer,Hungary,Athletics,Men's 3000m Steeplechase rd 1,08:40.7,metres,31,,SB,
08/03/2012,M,Adaveeshaiah P. Gagan Ullalmath,India,Swimming,Men's 1500m Freestyle Heats,16:31.1,time,31,,,
08/03/2012,M,Yury Shcherbatsevich,Belarus,Shooting,50m Rifle Prone Men's Qualification,591,points,30,,,
08/03/2012,W,Yanmei Li,China,Athletics,Women's Triple Jump Qualifying Rounds,13.43,metres,30,,,
08/03/2012,M,Uladzimir Zhyharau,Belarus,Swimming,Men's 1500m Freestyle Heats,15:48.7,time,30,,,
08/03/2012,W,Uhunoma Osazuwa,Nigeria,Athletics,Women's Heptathlon Shot Put,12.77,metres,30,,,
08/03/2012,W,Svetlana Shnitko,Russian Federation,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,30,points,30,,,
08/03/2012,M,Stepan Wagner,Czech Republic,Athletics,Men's Long Jump Qualifying Rounds,7.5,metres,30,,,
08/03/2012,W,Sofia Ifadidou,Greece,Athletics,Women's Heptathlon High Jump,1.68,metres,30,,,
08/03/2012,M,Silvio Schirrmeister,Germany,Athletics,Men's 400m Hurdles rd 1,50.21,metres,30,,,
08/03/2012,W,Sarah Cowley,New Zealand,Athletics,Women's Heptathlon 100m Hurdles,13.95,metres,30,,,
08/03/2012,W,Sarah Cowley,New Zealand,Athletics,Women's Heptathlon,3482,metres,30,,,
08/03/2012,M,Ricardo Montemayor,Mexico,Sailing,Laser - Men's One Person Dinghy - Race 07,30,points,30,,,
08/03/2012,M,Raigo Toompuu,Estonia,Athletics,Men's Shot Put Qualifying Rounds,18.91,metres,30,,,
08/03/2012,W,Olga Belkina,Russian Federation,Athletics,Women's 100m rd 1,11.38,metres,30,,,
08/03/2012,W,Moa Hjelmer,Sweden,Athletics,Women's 400m rd 1,52.86,metres,30,,,
08/03/2012,W,Mihter Wendolin,"Micronesia, Federated States Of",Athletics,Women's 100m Preliminaries,13.67,metres,30,,,
08/03/2012,W,Manami Doi,Japan,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,30,points,30,,,
08/03/2012,M,Karl-Martin Rammo,Estonia,Sailing,Laser - Men's One Person Dinghy - Race 08,30,points,30,,,
08/03/2012,W,Jessica Zelinka,Canada,Athletics,Women's Heptathlon High Jump,1.68,metres,30,,,
08/03/2012,*,Jan Ebeling,United States,Equestrian,Dressage Individual Grand Prix,70.243,points,30,,,
08/03/2012,W,Irina Karpova,Kazakhstan,Athletics,Women's Heptathlon High Jump,1.68,metres,30,,,
08/03/2012,W,Ida Marcussen,Norway,Athletics,Women's Heptathlon High Jump,1.68,metres,30,,,
08/03/2012,M,Dawit Wolde,Ethiopia,Athletics,Men's 1500m rd 1,03:41.8,metres,30,,,
08/03/2012,W,Anna Dowgiert,Poland,Swimming,Women's 50m Freestyle Heats,25.59,time,30,,,
08/03/2012,M,Angel Mullera,Spa,Athletics,Men's 3000m Steeplechase rd 1,08:38.1,metres,30,,,
08/03/2012,M,Andras Haklits,Croatia,Athletics,Men's Hammer Throw Qualifying Rounds,70.61,metres,30,,,
08/03/2012,W,Jenifer Benitez Benitez (Spa),,Diving,Women's 3m Springboard Preliminary,224.6,points,30,,,
08/03/2012,M,Winder Cuevas,Dominican Republic,Athletics,Men's 400m Hurdles rd 1,50.15,metres,29,,SB,
08/03/2012,M,Weynay Ghebresilasie,Eritrea,Athletics,Men's 3000m Steeplechase rd 1,08:37.6,metres,29,,,
08/03/2012,W,Vanessa Garcia Vega,Puerto Rico,Swimming,Women's 50m Freestyle Heats,25.58,time,29,,,
08/03/2012,W,Sofia Ifadidou,Greece,Athletics,Women's Heptathlon 100m Hurdles,13.82,metres,29,,,
08/03/2012,W,Oludamola Osayomi,Nigeria,Athletics,Women's 100m rd 1,11.36,metres,29,,,
08/03/2012,M,Mostafa Al-Gamel,Egypt,Athletics,Men's Hammer Throw Qualifying Rounds,71.36,metres,29,,,
08/03/2012,M,Matias Del Solar,Chile,Sailing,Laser - Men's One Person Dinghy - Race 08,29,points,29,,,
08/03/2012,W,Marisa De Aniceto,France,Athletics,Women's Heptathlon High Jump,1.71,metres,29,,SB,
08/03/2012,W,Louise Hazel,United Kingdom,Athletics,Women's Heptathlon Shot Put,12.81,metres,29,,,
08/03/2012,M,Louis Tsatoumas,Greece,Athletics,Men's Long Jump Qualifying Rounds,7.53,metres,29,,,
08/03/2012,W,Kaingaue David,Kir,Athletics,Women's 100m Preliminaries,13.61,metres,29,,PB,
08/03/2012,M,Kacper Zieminski,Poland,Sailing,Laser - Men's One Person Dinghy - Race 07,29,points,29,,,
08/03/2012,M,Juan Martin Pereyra,Argentina,Swimming,Men's 1500m Freestyle Heats,15:36.7,time,29,,,
08/03/2012,W,Josefin Olsson,Sweden,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,29,points,29,,,
08/03/2012,W,Josefin Olsson,Sweden,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,29,points,29,,,
08/03/2012,M,James Charles Huckle,United Kingdom,Shooting,50m Rifle Prone Men's Qualification,591,points,29,,,
08/03/2012,W,Gyorgyi Farkas,Hungary,Athletics,Women's Heptathlon,3496,metres,29,,,
08/03/2012,*,Emma Kanerva,Finland,Equestrian,Dressage Individual Grand Prix,70.395,points,29,,,
08/03/2012,M,Carl Myerscough,United Kingdom,Athletics,Men's Shot Put Qualifying Rounds,18.95,metres,29,,,
08/03/2012,W,Bianca Razor,Rou,Athletics,Women's 400m rd 1,52.83,metres,29,,,
08/03/2012,W,Anastasiya Juravleva,Uzbekistan,Athletics,Women's Triple Jump Qualifying Rounds,13.54,metres,29,,,
08/03/2012,M,Aman Wote,Ethiopia,Athletics,Men's 1500m rd 1,03:41.7,metres,29,,,
08/03/2012,W,Arantxa Chavez Munoz (Mex),,Diving,Women's 3m Springboard Preliminary,225.45,points,29,,,
08/03/2012,M,Stanislav Melnykov,Ukraine,Athletics,Men's 400m Hurdles rd 1,50.13,metres,28,Q,,
08/03/2012,W,Sheniqua Ferguson,Bahamas,Athletics,Women's 100m rd 1,11.35,metres,28,Q,,
08/03/2012,M,Weiyi Wang,China,Shooting,50m Rifle Prone Men's Qualification,591,points,28,,,
08/03/2012,M,Ventsislav Aydarski,Bulgaria,Swimming,Men's 1500m Freestyle Heats,15:34.9,time,28,,,
08/03/2012,M,Rutger Van Schaardenburg,Netherlands,Sailing,Laser - Men's One Person Dinghy - Race 07,28,points,28,,,
08/03/2012,M,Pavel Kryvitski,Belarus,Athletics,Men's Hammer Throw Qualifying Rounds,71.49,metres,28,,,
08/03/2012,W,Nufar Edelman,Israel,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,28,points,28,,,
08/03/2012,W,Marisa De Aniceto,France,Athletics,Women's Heptathlon 100m Hurdles,13.74,metres,28,,SB,
08/03/2012,M,Marcos Chuva,Portugal,Athletics,Men's Long Jump Qualifying Rounds,7.55,metres,28,,,
08/03/2012,M,Kyle Alcorn,United States,Athletics,Men's 3000m Steeplechase rd 1,08:37.1,metres,28,,,
08/03/2012,M,Kim Christensen,Denmark,Athletics,Men's Shot Put Qualifying Rounds,19.13,metres,28,,,
08/03/2012,W,Joelma Sousa,Brazil,Athletics,Women's 400m rd 1,52.69,metres,28,,,
08/03/2012,*,Jessica Michel,France,Equestrian,Dressage Individual Grand Prix,70.41,points,28,,,
08/03/2012,M,Jeemin Ha,"Korea, Republic Of",Sailing,Laser - Men's One Person Dinghy - Race 08,28,points,28,,,
08/03/2012,W,Janice Alatoa,Vanuatu,Athletics,Women's 100m Preliminaries,13.6,metres,28,,,
08/03/2012,W,Ivona Dadic,Austria,Athletics,Women's Heptathlon,3503,metres,28,,,
08/03/2012,W,Franziska Goltz,Germany,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,28,points,28,,,
08/03/2012,W,Ellen Sprunger,Swi,Athletics,Women's Heptathlon High Jump,1.71,metres,28,,,
08/03/2012,W,Brianne Theisen,Canada,Athletics,Women's Heptathlon Shot Put,12.89,metres,28,,PB,
08/03/2012,W,Arlene Semeco Arismendi,"Venezuela, Bolivarian Republic Of",Swimming,Women's 50m Freestyle Heats,25.56,time,28,,,
08/03/2012,M,Alvaro Rodriguez,Spa,Athletics,Men's 1500m rd 1,03:41.5,metres,28,,,
08/03/2012,W,Aleksandra Kotlyarova,Uzbekistan,Athletics,Women's Triple Jump Qualifying Rounds,13.55,metres,28,,,
08/03/2012,W,Juliana Veloso (Bra),,Diving,Women's 3m Springboard Preliminary,241.15,points,28,,,
08/03/2012,M,Vincent Zouaoui-Dandrieux,France,Athletics,Men's 3000m Steeplechase rd 1,08:37.0,metres,27,,,
08/03/2012,*,Tina Konyot,United States,Equestrian,Dressage Individual Grand Prix,70.456,points,27,,,
08/03/2012,M,Thomas Farnik,Austria,Shooting,50m Rifle Prone Men's Qualification,592,points,27,,,
08/03/2012,M,Stanley Gbagbeke,Nigeria,Athletics,Men's Long Jump Qualifying Rounds,7.59,metres,27,,,
08/03/2012,W,Raysa Sanchez,Dominican Republic,Athletics,Women's 400m rd 1,52.47,metres,27,,,
08/03/2012,M,Rasmus Magi,Estonia,Athletics,Men's 400m Hurdles rd 1,50.05,metres,27,,,
08/03/2012,W,Philipine Van Aanholt,Ioa,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,27,points,27,,,
08/03/2012,W,Melissa Breen,Australia,Athletics,Women's 100m rd 1,11.34,metres,27,,,
08/03/2012,M,Matias Koski,Finland,Swimming,Men's 1500m Freestyle Heats,15:34.8,time,27,,,
08/03/2012,M,Maris Urtans,Latvia,Athletics,Men's Shot Put Qualifying Rounds,19.13,metres,27,,,
08/03/2012,M,Lorenzo Povegliano,Italy,Athletics,Men's Hammer Throw Qualifying Rounds,71.55,metres,27,,,
08/03/2012,W,Laura Ikauniece,Latvia,Athletics,Women's Heptathlon 100m Hurdles,13.71,metres,27,,,
08/03/2012,M,James Espey,Ireland,Sailing,Laser - Men's One Person Dinghy - Race 07,27,points,27,,,
08/03/2012,M,James Espey,Ireland,Sailing,Laser - Men's One Person Dinghy - Race 08,27,points,27,,,
08/03/2012,W,Grit Sadeiko,Estonia,Athletics,Women's Heptathlon High Jump,1.74,metres,27,,,
08/03/2012,W,Eliska Klucinova,Czech Republic,Athletics,Women's Heptathlon,3565,metres,27,,,
08/03/2012,W,Eliska Klucinova,Czech Republic,Athletics,Women's Heptathlon Shot Put,12.93,metres,27,,,
08/03/2012,M,Diego Ruiz,Spa,Athletics,Men's 1500m rd 1,03:41.5,metres,27,,,
08/03/2012,W,Asenate Manoa,Tuv,Athletics,Women's 100m Preliminaries,13.48,metres,27,,NR,
08/03/2012,W,Anne-Marie Rindom,Denmark,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,27,points,27,,,
08/03/2012,W,Amanda Smock,United States,Athletics,Women's Triple Jump Qualifying Rounds,13.61,metres,27,,,
08/03/2012,M,South Africa,,Sailing,470 - Men's Two Person Dinghy - Race 03,27,points,27,,,
08/03/2012,M,Spain,,Sailing,470 - Men's Two Person Dinghy - Race 04,27,points,27,,,
08/03/2012,W,Marion Farissier (Fra),,Diving,Women's 3m Springboard Preliminary,248.7,points,27,,,
08/03/2012,M,Carsten Schlangen,Germany,Athletics,Men's 1500m rd 1,03:41.5,metres,26,Q,,
08/03/2012,W,Uhunoma Osazuwa,Nigeria,Athletics,Women's Heptathlon High Jump,1.77,metres,26,,,
08/03/2012,W,Sviatlana Usovich,Belarus,Athletics,Women's 400m rd 1,52.4,metres,26,,,
08/03/2012,W,Sofia Ifadidou,Greece,Athletics,Women's Heptathlon Shot Put,12.96,metres,26,,,
08/03/2012,W,Ruta Meilutyte,Lithuania,Swimming,Women's 50m Freestyle Heats,25.55,time,26,,,
08/03/2012,W,Rubie Joy Gabriel,Palau,Athletics,Women's 100m Preliminaries,13.34,metres,26,,PB,
08/03/2012,M,Povilas Mykolaitis,Lithuania,Athletics,Men's Long Jump Qualifying Rounds,7.61,metres,26,,,
08/03/2012,W,Patricia Sarrapio,Spa,Athletics,Women's Triple Jump Qualifying Rounds,13.64,metres,26,,,
08/03/2012,M,Ole Magnus Bakken,Norway,Shooting,50m Rifle Prone Men's Qualification,592,points,26,,,
08/03/2012,*,Mikaela Lindh,Finland,Equestrian,Dressage Individual Grand Prix,70.729,points,26,,,
08/03/2012,M,Josef Robertson,Jamaica,Athletics,Men's 400m Hurdles rd 1,49.98,metres,26,,,
08/03/2012,M,Igor Lisovenko,Russian Federation,Sailing,Laser - Men's One Person Dinghy - Race 07,26,points,26,,,
08/03/2012,M,Hicham Sigueni,Morocco,Athletics,Men's 3000m Steeplechase rd 1,08:35.9,metres,26,,,
08/03/2012,W,Hanna-Maria Seppala,Finland,Swimming,Women's 50m Freestyle Heats,25.55,time,26,,,
08/03/2012,W,Grit Sadeiko,Estonia,Athletics,Women's Heptathlon,3600,metres,26,,,
08/03/2012,W,Elizabeth Yin,Singapore,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,26,points,26,,,
08/03/2012,M,Ediz Yildirimer,Turkey,Swimming,Men's 1500m Freestyle Heats,15:30.0,time,26,,,
08/03/2012,W,Debbie Ferguson-Mckenzie,Bahamas,Athletics,Women's 100m rd 1,11.32,metres,26,,,
08/03/2012,M,David Soderberg,Finland,Athletics,Men's Hammer Throw Qualifying Rounds,71.76,metres,26,,,
08/03/2012,M,Dale Stevenson,Australia,Athletics,Men's Shot Put Qualifying Rounds,19.17,metres,26,,,
08/03/2012,M,Cy Thompson,Vgb,Sailing,Laser - Men's One Person Dinghy - Race 08,26,points,26,,,
08/03/2012,W,Aiga Grabuste,Latvia,Athletics,Women's Heptathlon 100m Hurdles,13.65,metres,26,,SB,
08/03/2012,W,Adriana Kostiw,Brazil,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,26,points,26,,,
08/03/2012,M,Turkey,,Sailing,470 - Men's Two Person Dinghy - Race 03,26,points,26,,,
08/03/2012,M,China,,Sailing,470 - Men's Two Person Dinghy - Race 04,26,points,26,,,
08/03/2012,W,Fanny Bouvet (Fra),,Diving,Women's 3m Springboard Preliminary,257.1,points,26,,,
08/03/2012,W,Olga Bludova,Kazakhstan,Athletics,Women's 100m rd 1,11.31,metres,25,Q,,
08/03/2012,M,Tetsuya Tateno,Japan,Athletics,Men's 400m Hurdles rd 1,49.95,metres,25,,,
08/03/2012,W,Sharon Day,United States,Athletics,Women's Heptathlon High Jump,1.77,metres,25,,,
08/03/2012,M,Ryan Taylor,New Zealand,Shooting,50m Rifle Prone Men's Qualification,592,points,25,,,
08/03/2012,W,Pramila Rijal,Nepal,Athletics,Women's 100m Preliminaries,13.33,metres,25,,,
08/03/2012,W,Pinar Saka,Turkey,Athletics,Women's 400m rd 1,52.38,metres,25,,,
08/03/2012,*,Patrick Van Der Meer,Netherlands,Equestrian,Dressage Individual Grand Prix,70.912,points,25,,,
08/03/2012,W,Nadine Broersen,Netherlands,Athletics,Women's Heptathlon 100m Hurdles,13.64,metres,25,,PB,
08/03/2012,M,Milivoj Dukic,Mne,Sailing,Laser - Men's One Person Dinghy - Race 07,25,points,25,,,
08/03/2012,M,Mihail Stamatoyiannis,Greece,Athletics,Men's Shot Put Qualifying Rounds,19.24,metres,25,,,
08/03/2012,M,Karlo Hmeljak,Slovenia,Sailing,Laser - Men's One Person Dinghy - Race 08,25,points,25,,,
08/03/2012,M,Jacob Araptany,Uganda,Athletics,Men's 3000m Steeplechase rd 1,08:35.9,metres,25,,,
08/03/2012,W,Hanna Melnychenko,Ukraine,Athletics,Women's Heptathlon Shot Put,12.96,metres,25,,,
08/03/2012,W,Francesca Clapcich,Italy,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,25,points,25,,,
08/03/2012,M,Dmitrijs Jurkevics,Latvia,Athletics,Men's 1500m rd 1,03:41.4,metres,25,,,
08/03/2012,W,Danielle Dube,Canada,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,25,points,25,,,
08/03/2012,W,Chantae Mcmillan,United States,Athletics,Women's Heptathlon,3602,metres,25,,,
08/03/2012,W,Biljana Topic,Srb,Athletics,Women's Triple Jump Qualifying Rounds,13.66,metres,25,,,
08/03/2012,M,Arsen Sargsyan,Armenia,Athletics,Men's Long Jump Qualifying Rounds,7.62,metres,25,,,
08/03/2012,M,Anton Sveinn Mckee,Icl,Swimming,Men's 1500m Freestyle Heats,15:29.4,time,25,,,
08/03/2012,M,A G Kruger,United States,Athletics,Men's Hammer Throw Qualifying Rounds,72.13,metres,25,,,
08/03/2012,M,Japan,,Sailing,470 - Men's Two Person Dinghy - Race 03,25,points,25,,,
08/03/2012,M,Ireland,,Sailing,470 - Men's Two Person Dinghy - Race 04,25,points,25,,,
08/03/2012,W,Nora Barta (Hun),,Diving,Women's 3m Springboard Preliminary,257.7,points,25,,,
08/03/2012,W,Tjipekapora Herunga,Namibia,Athletics,Women's 400m rd 1,52.31,metres,24,Q,,
08/03/2012,W,Michelle-Lee Ahye,Trinidad and Tobago,Athletics,Women's 100m rd 1,11.28,metres,24,Q,,
08/03/2012,M,Matthew Centrowitz,United States,Athletics,Men's 1500m rd 1,03:41.4,metres,24,Q,,
08/03/2012,W,Uhunoma Osazuwa,Nigeria,Athletics,Women's Heptathlon,3631,metres,24,,,
08/03/2012,M,Torben Grimmel,Denmark,Shooting,50m Rifle Prone Men's Qualification,592,points,24,,,
08/03/2012,M,Quentin Bigot,France,Athletics,Men's Hammer Throw Qualifying Rounds,72.42,metres,24,,,
08/03/2012,W,Qianwei Zhu,China,Swimming,Women's 50m Freestyle Heats,25.54,time,24,,,
08/03/2012,W,Pernille Blume,Denmark,Swimming,Women's 50m Freestyle Heats,25.54,time,24,,,
08/03/2012,W,Niki Panetta,Greece,Athletics,Women's Triple Jump Qualifying Rounds,13.66,metres,24,,,
08/03/2012,M,Ndiss Kaba Badji,Senegal,Athletics,Men's Long Jump Qualifying Rounds,7.66,metres,24,,,
08/03/2012,M,Michael Maier,Czech Republic,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 09,24,points,24,,,
08/03/2012,W,Marisa De Aniceto,France,Athletics,Women's Heptathlon Shot Put,13.09,metres,24,,PB,
08/03/2012,M,Lukasz Parszczynski,Poland,Athletics,Men's 3000m Steeplechase rd 1,08:30.1,metres,24,,,
08/03/2012,M,Lei Gong,China,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 10,24,points,24,,,
08/03/2012,M,Kristian Ruth,Norway,Sailing,Laser - Men's One Person Dinghy - Race 08,24,points,24,,,
08/03/2012,M,Kemal Mesic,Bosnia and Herzegovina,Athletics,Men's Shot Put Qualifying Rounds,19.6,metres,24,,,
08/03/2012,W,Jessica Samuelsson,Sweden,Athletics,Women's Heptathlon 100m Hurdles,13.58,metres,24,,PB,
08/03/2012,W,Jessica Samuelsson,Sweden,Athletics,Women's Heptathlon High Jump,1.77,metres,24,,,
08/03/2012,M,Jan Micka,Czech Republic,Swimming,Men's 1500m Freestyle Heats,15:29.3,time,24,,,
